@Relation EEG_Data_Testing

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4286.15, 3991.28, 4247.18, 4110.77, 4336.92, 4612.82, 4057.44, 4604.62, 4187.18, 4223.08, 4195.9, 4264.1, 4585.64, 4344.1, 1
4329.23, 4002.56, 4285.64, 4131.79, 4355.9, 4634.87, 4087.69, 4626.67, 4220, 4265.13, 4228.72, 4308.21, 4637.95, 4389.23, 1
4303.59, 4026.15, 4255.38, 4124.1, 4352.82, 4600.51, 4092.82, 4610.26, 4205.13, 4232.82, 4201.54, 4274.36, 4601.03, 4352.31, 0
4274.87, 3982.56, 4241.54, 4096.92, 4320.51, 4603.08, 4054.87, 4624.62, 4211.79, 4223.08, 4205.13, 4270.26, 4592.31, 4341.03, 1
4311.28, 4019.49, 4264.62, 4105.64, 4335.9, 4618.46, 4104.62, 4613.33, 4209.23, 4226.15, 4208.72, 4293.33, 4617.44, 4368.72, 1
4292.82, 4024.62, 4263.59, 4133.33, 4321.54, 4585.13, 4089.23, 4596.41, 4182.05, 4215.38, 4156.41, 4279.49, 4581.03, 4352.82, 0
4363.59, 3996.92, 4285.13, 4138.97, 4363.08, 4640.51, 4085.13, 4616.41, 4200.51, 4266.15, 4226.15, 4302.56, 4640, 4413.85, 1
4298.97, 4003.08, 4263.59, 4122.56, 4347.18, 4626.67, 4089.23, 4638.97, 4236.92, 4282.56, 4229.23, 4288.21, 4643.59, 4370.77, 1
4315.9, 4021.03, 4277.95, 4134.36, 4346.15, 4591.28, 4095.9, 4620, 4208.72, 4235.38, 4212.31, 4280.51, 4625.64, 4391.79, 0
4319.49, 4008.21, 4274.36, 4135.38, 4324.62, 4601.03, 4055.9, 4605.13, 4181.03, 4216.92, 4189.74, 4280.51, 4584.62, 4367.18, 1
4317.44, 4037.95, 4267.69, 4122.05, 4351.79, 4631.28, 4119.49, 4623.08, 4216.92, 4240.51, 4228.21, 4293.33, 4632.82, 4373.85, 1
4274.87, 3997.95, 4238.46, 4089.74, 4335.38, 4618.46, 4105.64, 4634.87, 4215.9, 4227.18, 4188.21, 4272.82, 4612.31, 4335.38, 1
4300.51, 4033.85, 4265.64, 4142.05, 4329.23, 4585.64, 4086.15, 4604.62, 4191.79, 4225.13, 4165.64, 4285.64, 4595.9, 4354.36, 0
4320, 3996.92, 4265.13, 4136.92, 4338.97, 4618.97, 4082.56, 4607.69, 4202.05, 4229.23, 4215.38, 4291.28, 4617.95, 4371.79, 0
4405.13, 4038.46, 4276.92, 4119.49, 4321.54, 4606.15, 4057.95, 4615.38, 4200.51, 4244.62, 4247.18, 4308.21, 4680, 4482.05, 1
4283.08, 4003.08, 4247.69, 4110.26, 4336.92, 4616.92, 4083.08, 4626.15, 4211.79, 4229.23, 4197.44, 4266.67, 4594.87, 4355.9, 1
4247.69, 3963.08, 4230.77, 4103.08, 4327.69, 4606.15, 4038.97, 4612.82, 4192.31, 4221.54, 4175.38, 4254.36, 4556.92, 4314.36, 1
4313.33, 4007.18, 4254.36, 4115.38, 4327.18, 4600.51, 4058.46, 4602.56, 4197.44, 4228.21, 4198.97, 4283.59, 4610.26, 4385.13, 1
4289.23, 3987.69, 4262.56, 4107.18, 4340.51, 4623.59, 4071.79, 4622.56, 4199.49, 4228.72, 4207.18, 4285.13, 4595.38, 4354.87, 0
4302.56, 4003.59, 4280.51, 4105.13, 4343.59, 4629.74, 4093.33, 4630.77, 4216.92, 4254.36, 4224.62, 4300.51, 4612.31, 4382.56, 0
4298.46, 4006.15, 4266.67, 4132.82, 4337.95, 4615.9, 4056.92, 4618.46, 4214.87, 4237.95, 4225.13, 4279.49, 4608.72, 4363.08, 1
4272.31, 3983.59, 4261.54, 4118.97, 4326.15, 4611.28, 4080, 4602.05, 4185.13, 4216.92, 4188.72, 4271.79, 4588.72, 4339.49, 0
4285.13, 3975.38, 4266.15, 4115.9, 4348.72, 4633.33, 4084.62, 4641.03, 4216.41, 4248.72, 4216.41, 4287.69, 4622.56, 4353.85, 0
4289.23, 4003.59, 4244.1, 4117.44, 4325.13, 4572.82, 4075.9, 4607.69, 4194.36, 4212.31, 4192.31, 4271.79, 4590.26, 4354.36, 0
4263.08, 4009.74, 4251.28, 4138.97, 4350.26, 4625.64, 4105.64, 4587.18, 4191.28, 4211.79, 4177.44, 4269.23, 4559.49, 4311.28, 0
4305.64, 4021.54, 4264.62, 4117.95, 4347.18, 4624.62, 4116.41, 4629.74, 4227.69, 4248.72, 4214.36, 4292.82, 4627.69, 4365.64, 1
4321.03, 3934.36, 4250.77, 4075.9, 4325.64, 4607.18, 4097.95, 4637.95, 4227.18, 4262.56, 4271.28, 4321.54, 4707.69, 4422.05, 1
4283.59, 3934.87, 4235.38, 4078.97, 4321.54, 4608.21, 4094.36, 4630.77, 4219.49, 4236.41, 4230.26, 4287.69, 4651.28, 4363.08, 1
4290.26, 4009.23, 4263.59, 4118.97, 4347.69, 4621.54, 4087.18, 4614.36, 4209.74, 4244.62, 4218.97, 4274.87, 4613.85, 4377.95, 1
4277.44, 4002.56, 4266.15, 4126.67, 4336.92, 4631.79, 4087.18, 4624.1, 4197.44, 4236.41, 4188.21, 4268.21, 4593.85, 4336.92, 1
4312.31, 3973.33, 4262.56, 4092.31, 4331.28, 4598.97, 4090.26, 4620, 4211.28, 4250.26, 4244.1, 4305.64, 4671.79, 4418.97, 1
4209.74, 4060.51, 4232.31, 4137.95, 4338.46, 4614.36, 4069.74, 4595.9, 4172.31, 4193.85, 4124.62, 4226.15, 4474.36, 4233.85, 0
4291.28, 4010.26, 4264.1, 4121.03, 4340.51, 4613.85, 4074.87, 4621.03, 4209.23, 4239.49, 4215.38, 4281.54, 4610.26, 4370.26, 1
4313.85, 4041.03, 4288.72, 4156.92, 4347.69, 4620, 4085.13, 4597.44, 4204.62, 4252.31, 4214.87, 4281.03, 4612.82, 4354.36, 1
4314.36, 4009.23, 4288.72, 4138.97, 4347.18, 4613.33, 4070.26, 4636.41, 4225.64, 4251.28, 4208.21, 4306.67, 4624.62, 4386.67, 1
4286.15, 4019.49, 4264.1, 4111.79, 4334.87, 4609.23, 4040.51, 4592.82, 4185.13, 4224.62, 4194.36, 4275.9, 4613.33, 4349.74, 1
4317.95, 4008.21, 4266.15, 4114.87, 4337.44, 4620, 4066.67, 4622.05, 4220.51, 4247.69, 4218.97, 4286.67, 4620, 4378.97, 1
4275.9, 3981.03, 4249.23, 4099.49, 4331.79, 4611.28, 4071.28, 4628.72, 4208.21, 4229.74, 4209.74, 4275.38, 4596.41, 4336.92, 0
4285.64, 4028.21, 4247.18, 4108.72, 4350.77, 4620.51, 4097.95, 4608.21, 4200.51, 4231.28, 4211.28, 4275.38, 4617.44, 4342.05, 1
4294.87, 4007.18, 4255.38, 4120.51, 4347.69, 4622.56, 4058.46, 4610.77, 4199.49, 4230.26, 4167.18, 4266.15, 4605.64, 4346.15, 1
4326.67, 3994.36, 4280, 4117.95, 4349.74, 4629.74, 4085.13, 4610.77, 4199.49, 4246.15, 4217.44, 4297.95, 4626.15, 4390.26, 1
4308.21, 4016.41, 4270.77, 4123.59, 4340.51, 4629.74, 4075.9, 4626.15, 4208.72, 4231.28, 4205.13, 4278.97, 4611.28, 4369.74, 1
4301.54, 4021.03, 4256.41, 4124.1, 4353.33, 4571.28, 4087.18, 4608.72, 4194.36, 4237.44, 4212.31, 4283.08, 4602.56, 4357.44, 0
4348.72, 4036.92, 4258.46, 4131.79, 4333.33, 4614.36, 4055.38, 4593.85, 4183.08, 4235.38, 4200, 4273.85, 4609.23, 4395.9, 0
4291.79, 4009.23, 4265.64, 4125.13, 4330.26, 4621.03, 4071.79, 4619.49, 4193.33, 4229.74, 4195.38, 4273.85, 4601.03, 4349.23, 0
4261.03, 3985.64, 4262.56, 4109.23, 4336.41, 4616.41, 4071.79, 4596.41, 4177.95, 4192.82, 4160, 4268.21, 4536.92, 4311.79, 1
4270.77, 3952.31, 4261.54, 4103.08, 4317.44, 4613.33, 4061.03, 4625.64, 4207.18, 4230.26, 4192.82, 4272.31, 4575.9, 4334.87, 1
4283.08, 3983.08, 4257.95, 4105.64, 4340.51, 4625.64, 4080, 4629.74, 4203.59, 4228.72, 4203.08, 4280.51, 4591.28, 4344.1, 0
4316.41, 4026.15, 4266.67, 4138.46, 4362.05, 4640.51, 4090.26, 4628.72, 4223.59, 4277.44, 4228.72, 4285.13, 4644.62, 4380, 1
4294.36, 4017.44, 4265.64, 4143.08, 4332.82, 4608.72, 4067.18, 4605.64, 4199.49, 4216.41, 4184.62, 4280, 4582.05, 4349.74, 1
4329.74, 4012.82, 4294.87, 4131.79, 4340.51, 4622.56, 4074.87, 4627.18, 4210.26, 4242.56, 4216.41, 4299.49, 4612.31, 4376.92, 1
4271.79, 3989.74, 4252.82, 4107.18, 4325.13, 4596.92, 4038.46, 4603.59, 4195.38, 4228.21, 4200, 4264.62, 4600.51, 4334.87, 1
4312.82, 4006.67, 4273.33, 4109.23, 4338.46, 4614.87, 4056.41, 4622.05, 4204.1, 4225.13, 4206.15, 4284.1, 4604.1, 4358.97, 1
4332.31, 4021.54, 4278.46, 4127.18, 4327.18, 4606.15, 4055.38, 4617.95, 4205.13, 4234.36, 4204.1, 4295.9, 4612.82, 4396.41, 0
4301.03, 4016.92, 4261.54, 4115.9, 4339.49, 4617.44, 4075.9, 4625.13, 4197.44, 4222.05, 4197.95, 4282.05, 4576.92, 4369.74, 0
4288.72, 4014.36, 4263.59, 4123.59, 4346.67, 4620.51, 4086.67, 4623.08, 4205.64, 4240, 4213.85, 4275.9, 4612.82, 4370.77, 1
4278.97, 4003.59, 4260, 4113.33, 4331.79, 4606.67, 4038.46, 4584.62, 4163.08, 4200.51, 4176.41, 4256.92, 4589.74, 4324.62, 1
4292.82, 3992.31, 4262.05, 4121.54, 4332.82, 4626.67, 4071.79, 4626.67, 4210.26, 4243.59, 4222.05, 4291.79, 4622.56, 4367.69, 0
4309.23, 4008.72, 4262.56, 4108.72, 4330.77, 4623.08, 4092.31, 4600.51, 4190.26, 4230.26, 4200.51, 4285.64, 4594.87, 4390.26, 0
4277.44, 3974.87, 4260, 4116.41, 4332.82, 4605.13, 4072.82, 4603.08, 4189.74, 4214.36, 4189.74, 4271.79, 4575.38, 4327.69, 0
4277.44, 3996.41, 4248.21, 4121.03, 4344.62, 4605.13, 4049.23, 4629.23, 4224.1, 4245.64, 4219.49, 4275.9, 4609.74, 4355.9, 1
4247.18, 4021.03, 4249.23, 4137.44, 4348.21, 4615.9, 4047.18, 4588.72, 4185.13, 4186.67, 4136.41, 4249.74, 4500, 4290.77, 0
4306.15, 4007.69, 4253.33, 4121.03, 4330.26, 4579.49, 4077.44, 4607.69, 4186.67, 4224.62, 4198.97, 4267.18, 4622.56, 4367.18, 0
4306.15, 4021.03, 4270.26, 4142.56, 4350.26, 4619.49, 4082.05, 4614.87, 4198.97, 4244.62, 4209.74, 4273.85, 4619.49, 4368.21, 1
4309.23, 4037.44, 4267.69, 4125.13, 4350.26, 4628.21, 4112.31, 4621.03, 4214.36, 4231.79, 4220.51, 4291.28, 4618.46, 4370.26, 1
4272.82, 4023.08, 4254.36, 4124.1, 4339.49, 4613.33, 4033.33, 4594.87, 4189.74, 4221.03, 4192.82, 4266.67, 4608.72, 4326.67, 1
4293.85, 4031.79, 4267.18, 4135.9, 4342.56, 4630.26, 4090.77, 4624.62, 4210.26, 4239.49, 4207.18, 4278.97, 4608.21, 4349.74, 1
4313.33, 4024.1, 4265.64, 4110.26, 4343.08, 4634.36, 4084.62, 4630.77, 4222.05, 4261.54, 4226.67, 4293.33, 4622.05, 4364.1, 0
4278.97, 4024.62, 4241.03, 4105.13, 4352.31, 4616.41, 4089.23, 4605.64, 4198.46, 4224.1, 4206.15, 4270.26, 4610.77, 4340, 1
4282.05, 3971.79, 4245.13, 4110.26, 4323.59, 4596.92, 4066.15, 4600, 4194.87, 4230.26, 4184.1, 4277.95, 4609.74, 4357.95, 1
4347.18, 4010.77, 4281.54, 4129.74, 4322.05, 4606.15, 4064.62, 4629.74, 4207.18, 4236.92, 4216.92, 4292.31, 4623.59, 4402.05, 1
4308.21, 4008.72, 4264.62, 4122.56, 4340.51, 4615.9, 4061.03, 4613.33, 4198.97, 4234.36, 4176.92, 4277.95, 4606.15, 4365.64, 1
4280.51, 4003.08, 4252.31, 4096.92, 4341.03, 4617.95, 4057.44, 4601.54, 4193.33, 4228.72, 4206.67, 4273.33, 4625.64, 4345.64, 1
4346.15, 3991.28, 4282.05, 4151.28, 4334.87, 4615.9, 4071.79, 4616.41, 4203.08, 4232.31, 4188.21, 4296.41, 4634.87, 4413.33, 1
4305.64, 4024.1, 4267.69, 4131.28, 4342.56, 4622.56, 4090.77, 4601.54, 4206.67, 4250.77, 4208.21, 4281.03, 4603.59, 4342.05, 1
4329.23, 3976.92, 4248.72, 4122.56, 4343.59, 4603.59, 4068.72, 4592.82, 4178.97, 4210.77, 4185.13, 4269.23, 4577.44, 4371.79, 1
4284.1, 3961.03, 4269.23, 4106.67, 4337.95, 4631.28, 4084.1, 4638.97, 4212.82, 4248.72, 4222.05, 4295.38, 4622.05, 4344.1, 0
4278.97, 3992.31, 4250.26, 4113.33, 4329.23, 4615.38, 4076.92, 4622.05, 4204.1, 4220.51, 4191.79, 4273.33, 4576.92, 4316.41, 0
4254.87, 3990.77, 4249.23, 4110.77, 4342.05, 4624.62, 4102.05, 4612.82, 4193.85, 4202.05, 4184.62, 4269.23, 4548.21, 4328.72, 1
4289.74, 3994.87, 4250.26, 4123.59, 4323.59, 4618.46, 4048.21, 4611.28, 4194.36, 4237.44, 4207.69, 4279.49, 4611.28, 4354.87, 0
4294.87, 4038.97, 4265.13, 4151.79, 4350.77, 4624.1, 4075.38, 4614.36, 4202.05, 4237.44, 4193.33, 4265.64, 4596.41, 4332.31, 1
4284.62, 4014.36, 4274.36, 4122.05, 4337.95, 4614.87, 4052.31, 4611.79, 4200.51, 4237.95, 4210.26, 4291.28, 4627.69, 4342.56, 1
4344.1, 3966.67, 4262.56, 4113.85, 4321.03, 4615.9, 4084.1, 4624.1, 4211.79, 4258.46, 4206.67, 4304.62, 4701.54, 4438.97, 1
4272.82, 3989.74, 4245.13, 4081.03, 4332.31, 4617.44, 4081.54, 4615.38, 4196.92, 4227.18, 4194.36, 4266.67, 4586.67, 4330.26, 0
4301.03, 4013.85, 4263.59, 4118.46, 4341.03, 4617.95, 4089.23, 4625.13, 4215.9, 4238.46, 4215.38, 4285.13, 4612.82, 4371.28, 1
4295.9, 4039.49, 4265.64, 4150.77, 4351.79, 4626.15, 4074.87, 4607.69, 4192.31, 4228.72, 4188.21, 4257.95, 4587.18, 4330.77, 1
4311.79, 4007.69, 4280.51, 4132.82, 4343.59, 4624.62, 4090.77, 4629.23, 4219.49, 4262.56, 4223.08, 4296.41, 4627.69, 4378.97, 1
4369.74, 3982.05, 4264.62, 4122.56, 4344.1, 4606.15, 4070.77, 4594.36, 4176.92, 4235.38, 4208.21, 4286.67, 4626.15, 4422.56, 1
4298.46, 4003.59, 4263.59, 4121.03, 4338.97, 4624.1, 4070.77, 4628.21, 4208.21, 4238.46, 4211.79, 4284.62, 4589.23, 4361.54, 0
4286.15, 3978.46, 4253.85, 4111.79, 4346.67, 4617.95, 4080, 4616.41, 4191.79, 4234.87, 4203.08, 4280, 4608.72, 4353.33, 1
4357.44, 4001.03, 4272.82, 4138.46, 4323.08, 4601.03, 4061.03, 4586.67, 4177.95, 4225.13, 4188.72, 4295.38, 4649.23, 4428.21, 1
4350.26, 3990.26, 4271.28, 4113.85, 4354.36, 4632.31, 4095.38, 4620, 4209.23, 4246.67, 4211.28, 4291.28, 4628.21, 4401.54, 1
4255.38, 3982.05, 4252.82, 4106.67, 4336.41, 4616.92, 4069.74, 4604.1, 4186.67, 4191.79, 4155.9, 4262.56, 4528.72, 4310.77, 1
4270.77, 4004.62, 4230.77, 4114.87, 4344.62, 4619.49, 4096.41, 4589.23, 4186.67, 4204.62, 4171.79, 4252.31, 4556.41, 4304.1, 0
4277.44, 4014.87, 4251.79, 4117.44, 4333.85, 4621.03, 4087.18, 4605.13, 4192.31, 4213.85, 4178.97, 4259.49, 4567.69, 4334.36, 0
4305.13, 4017.44, 4264.1, 4133.33, 4336.92, 4619.49, 4080, 4605.64, 4213.33, 4260, 4212.82, 4275.38, 4609.74, 4342.56, 1
4316.92, 4055.38, 4283.08, 4155.38, 4350.26, 4624.1, 4080.51, 4615.38, 4205.13, 4252.31, 4217.95, 4291.79, 4623.08, 4364.1, 1
4312.82, 4006.15, 4260.51, 4127.69, 4341.03, 4586.15, 4089.74, 4628.72, 4215.9, 4225.13, 4198.97, 4274.36, 4611.79, 4375.9, 0
4280.51, 3993.85, 4252.82, 4120.51, 4336.92, 4624.62, 4072.82, 4617.95, 4196.92, 4219.49, 4190.77, 4270.26, 4577.44, 4347.18, 0
4215.9, 4057.44, 4231.79, 4142.56, 4341.03, 4611.79, 4048.72, 4577.95, 4159.49, 4183.59, 4120, 4220.51, 4485.13, 4240, 0
4326.15, 3968.21, 4245.64, 4106.15, 4318.97, 4603.59, 4065.64, 4613.33, 4198.97, 4255.9, 4206.67, 4297.44, 4700, 4429.74, 1
4297.95, 3996.41, 4253.33, 4120.51, 4326.67, 4603.59, 4071.28, 4606.15, 4189.23, 4221.03, 4192.31, 4269.23, 4592.82, 4343.59, 0
4312.31, 4018.97, 4262.05, 4121.03, 4340, 4634.36, 4081.54, 4615.38, 4215.38, 4246.15, 4204.1, 4293.33, 4604.1, 4387.69, 0
4345.13, 3926.15, 4262.05, 4072.31, 4331.28, 4610.77, 4107.18, 4651.28, 4248.72, 4286.67, 4303.08, 4335.9, 4760, 4463.59, 1
4288.72, 4015.38, 4250.26, 4108.21, 4354.87, 4634.36, 4070.77, 4610.26, 4207.69, 4246.15, 4206.67, 4269.74, 4608.21, 4350.77, 0
4271.79, 3984.1, 4248.72, 4106.67, 4326.15, 4613.33, 4077.44, 4623.08, 4201.54, 4216.41, 4192.31, 4272.31, 4580.51, 4318.46, 0
4311.79, 4024.1, 4265.13, 4124.1, 4348.72, 4615.9, 4062.05, 4598.97, 4200, 4237.44, 4214.36, 4283.59, 4608.72, 4358.97, 0
4291.28, 3985.64, 4258.97, 4097.95, 4334.36, 4618.97, 4101.03, 4609.74, 4193.85, 4223.08, 4179.49, 4295.38, 4616.41, 4360.51, 1
4293.85, 3986.67, 4255.9, 4108.72, 4330.77, 4627.18, 4075.38, 4626.67, 4207.18, 4244.1, 4225.13, 4292.82, 4628.21, 4366.67, 0
4267.69, 4006.67, 4248.72, 4120.51, 4329.74, 4625.64, 4074.36, 4596.41, 4184.62, 4225.64, 4181.03, 4260.51, 4590.26, 4322.56, 0
4303.59, 4007.69, 4256.92, 4110.26, 4343.08, 4604.62, 4084.62, 4622.05, 4206.67, 4228.72, 4219.49, 4289.23, 4623.08, 4367.18, 0
4296.92, 3993.33, 4248.72, 4122.56, 4327.18, 4601.03, 4057.95, 4600.51, 4196.41, 4228.21, 4208.21, 4276.92, 4605.13, 4352.82, 0
4273.33, 3966.67, 4252.31, 4104.62, 4323.59, 4608.72, 4043.59, 4600, 4191.28, 4207.69, 4178.97, 4269.23, 4596.41, 4330.77, 1
4287.69, 3992.31, 4260, 4106.15, 4340, 4602.05, 4066.15, 4596.41, 4189.23, 4213.85, 4192.82, 4276.92, 4619.49, 4356.92, 1
4275.38, 4028.21, 4238.46, 4122.56, 4347.18, 4624.62, 4087.69, 4607.18, 4203.59, 4220, 4176.92, 4262.56, 4564.1, 4317.44, 0
4274.87, 3986.15, 4255.9, 4102.56, 4326.15, 4623.08, 4054.87, 4616.41, 4190.26, 4208.21, 4187.69, 4281.54, 4602.05, 4349.23, 0
4338.97, 4003.59, 4279.49, 4126.67, 4326.67, 4608.72, 4055.38, 4609.23, 4188.72, 4220, 4201.54, 4286.15, 4602.56, 4388.72, 1
4287.69, 4003.08, 4247.18, 4118.97, 4321.54, 4602.56, 4067.18, 4613.85, 4204.62, 4218.97, 4178.46, 4254.87, 4577.44, 4335.9, 1
4271.79, 3987.18, 4248.21, 4088.72, 4340.51, 4611.28, 4071.79, 4609.23, 4186.15, 4223.59, 4193.85, 4272.82, 4617.95, 4346.15, 1
4298.46, 4000.51, 4265.13, 4111.79, 4324.62, 4614.36, 4060, 4595.9, 4186.15, 4241.03, 4215.38, 4282.56, 4627.18, 4368.72, 0
4289.23, 3991.28, 4261.03, 4105.13, 4325.13, 4605.13, 4089.74, 4612.82, 4196.41, 4215.38, 4202.56, 4273.85, 4582.56, 4356.41, 1
4295.38, 3965.64, 4233.33, 4110.77, 4330.26, 4616.92, 4084.62, 4617.44, 4208.21, 4238.46, 4185.13, 4278.97, 4610.77, 4375.38, 1
4303.08, 3997.44, 4248.72, 4108.21, 4332.82, 4618.97, 4075.9, 4612.31, 4198.97, 4247.18, 4192.31, 4269.74, 4590.77, 4354.36, 0
4424.1, 4065.13, 4296.92, 4155.38, 4331.28, 4600.51, 4048.21, 4616.41, 4208.21, 4250.26, 4250.26, 4318.46, 4693.85, 4498.46, 0
4307.18, 4014.87, 4247.18, 4132.82, 4346.67, 4623.59, 4064.1, 4592.82, 4196.41, 4247.18, 4205.13, 4280, 4612.82, 4376.92, 0
4317.95, 4018.97, 4265.64, 4125.64, 4331.28, 4606.67, 4071.79, 4596.92, 4195.38, 4232.31, 4164.1, 4285.13, 4612.82, 4373.33, 0
4289.74, 4000.51, 4260, 4124.62, 4333.85, 4623.08, 4086.15, 4616.41, 4193.85, 4227.18, 4184.1, 4258.97, 4578.97, 4333.33, 1
4316.92, 3978.46, 4264.1, 4103.08, 4329.74, 4616.41, 4097.95, 4626.15, 4210.77, 4212.82, 4166.67, 4293.33, 4608.72, 4371.28, 1
4331.28, 3914.87, 4255.38, 4061.03, 4316.41, 4598.97, 4103.08, 4644.1, 4230.77, 4269.23, 4284.62, 4328.72, 4738.97, 4450.26, 1
4448.21, 4102.56, 4306.15, 4169.23, 4346.67, 4623.59, 4071.28, 4600, 4193.85, 4247.69, 4222.56, 4313.85, 4650.77, 4475.9, 0
4317.44, 4031.79, 4282.05, 4149.74, 4349.74, 4641.03, 4087.18, 4614.36, 4198.97, 4240, 4204.1, 4284.62, 4603.08, 4375.38, 1
4316.92, 3908.72, 4253.33, 4062.56, 4324.62, 4605.64, 4105.13, 4657.44, 4244.1, 4269.23, 4270.77, 4316.92, 4722.05, 4427.18, 1
4290.77, 4012.31, 4249.23, 4121.03, 4334.36, 4578.97, 4083.59, 4597.95, 4187.69, 4225.13, 4191.28, 4275.9, 4593.85, 4349.74, 0
4355.38, 4054.87, 4279.49, 4142.56, 4333.85, 4603.08, 4050.26, 4587.18, 4162.56, 4189.74, 4175.9, 4275.9, 4576.92, 4384.1, 1
4315.38, 4008.21, 4264.1, 4117.95, 4342.05, 4622.56, 4071.79, 4610.26, 4205.13, 4252.31, 4213.33, 4283.59, 4614.87, 4372.31, 0
4282.05, 3971.79, 4245.13, 4110.26, 4323.59, 4596.92, 4066.15, 4600, 4194.87, 4230.26, 4184.1, 4277.95, 4609.74, 4357.95, 1
4305.13, 4035.9, 4250.77, 4106.67, 4345.13, 4620, 4103.59, 4618.46, 4210.77, 4223.59, 4211.28, 4282.05, 4613.85, 4364.1, 1
4307.18, 4017.44, 4246.67, 4126.15, 4363.59, 4632.82, 4075.9, 4632.31, 4233.85, 4277.95, 4234.36, 4275.9, 4652.31, 4377.44, 1
4298.46, 4020, 4261.03, 4126.67, 4331.79, 4612.31, 4084.1, 4607.69, 4193.85, 4207.18, 4177.44, 4274.87, 4570.26, 4348.21, 0
4279.49, 3988.21, 4247.18, 4119.49, 4320, 4617.44, 4054.87, 4608.72, 4180.51, 4220.51, 4193.33, 4269.74, 4593.85, 4348.72, 0
4300, 3965.13, 4251.28, 4090.77, 4331.28, 4602.05, 4093.33, 4621.54, 4212.31, 4244.1, 4235.9, 4292.31, 4658.46, 4405.64, 1
4406.15, 4015.38, 4276.41, 4133.85, 4360.51, 4598.97, 4073.85, 4592.82, 4196.92, 4251.28, 4246.15, 4309.74, 4676.41, 4480.51, 1
4400.51, 4086.67, 4293.33, 4157.44, 4332.31, 4615.38, 4073.85, 4609.23, 4205.13, 4228.72, 4206.67, 4297.95, 4609.23, 4430.77, 0
4288.21, 4017.44, 4264.1, 4107.69, 4329.23, 4621.03, 4087.18, 4606.67, 4198.97, 4214.36, 4186.15, 4271.28, 4574.36, 4356.41, 0
4328.72, 3967.18, 4260, 4093.85, 4331.79, 4601.54, 4096.41, 4633.85, 4228.72, 4257.44, 4249.23, 4302.05, 4680, 4431.79, 1
4285.13, 3966.15, 4233.85, 4104.1, 4322.05, 4593.33, 4069.74, 4597.44, 4178.97, 4223.08, 4182.05, 4274.87, 4604.1, 4358.46, 1
