@Relation EEGDataTesting_24

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4286.15,3991.28,4247.18,4110.77,4336.92,4612.82,4057.44,4604.62,4187.18,4223.08,4195.9,4264.1,4585.64,4344.1,4183.55,4120.31,3973.01,4098.43,4036.06,4131.36,3973.56,4008.46,4103.59,4111.37,1
4329.23,4002.56,4285.64,4131.79,4355.9,4634.87,4087.69,4626.67,4220,4265.13,4228.72,4308.21,4637.95,4389.23,4007.99,4102.36,4154.19,4084.19,3990.67,4039.93,4067.95,4056.14,4064.97,4078.77,1
4303.59,4026.15,4255.38,4124.1,4352.82,4600.51,4092.82,4610.26,4205.13,4232.82,4201.54,4274.36,4601.03,4352.31,4005.78,3989.49,3996.25,4077.05,4080.08,4064.97,4006.49,3965.06,4123.57,4142.68,0
4274.87,3982.56,4241.54,4096.92,4320.51,4603.08,4054.87,4624.62,4211.79,4223.08,4205.13,4270.26,4592.31,4341.03,3959.38,4106.57,3978.78,4128.59,3998.84,4043.71,4030.53,4178.43,3950.72,3969.13,1
4311.28,4019.49,4264.62,4105.64,4335.9,4618.46,4104.62,4613.33,4209.23,4226.15,4208.72,4293.33,4617.44,4368.72,4054.51,4192.39,4151.11,4061.74,4156.14,4188.25,3976.26,3962.83,3995.28,3979.44,1
4292.82,4024.62,4263.59,4133.33,4321.54,4585.13,4089.23,4596.41,4182.05,4215.38,4156.41,4279.49,4581.03,4352.82,4159.18,4050.49,4130.9,4051.79,3982.43,3982.03,4174.83,4069.24,3986.57,4103.96,0
4363.59,3996.92,4285.13,4138.97,4363.08,4640.51,4085.13,4616.41,4200.51,4266.15,4226.15,4302.56,4640,4413.85,4104.51,4161.57,4129.9,4162.47,4048.45,4140.0,4046.45,4126.44,3963.32,4103.14,1
4298.97,4003.08,4263.59,4122.56,4347.18,4626.67,4089.23,4638.97,4236.92,4282.56,4229.23,4288.21,4643.59,4370.77,4026.47,3996.5,4188.75,4040.86,4006.32,3964.36,4078.44,4187.72,4019.06,4040.27,1
4315.9,4021.03,4277.95,4134.36,4346.15,4591.28,4095.9,4620,4208.72,4235.38,4212.31,4280.51,4625.64,4391.79,4033.69,4125.71,4060.74,4075.56,4074.39,4149.85,4124.67,4080.95,4088.53,4082.06,0
4319.49,4008.21,4274.36,4135.38,4324.62,4601.03,4055.9,4605.13,4181.03,4216.92,4189.74,4280.51,4584.62,4367.18,4094.2,4184.9,4156.79,4136.01,4018.07,4004.59,4133.5,4135.42,4155.77,4031.51,1
4317.44,4037.95,4267.69,4122.05,4351.79,4631.28,4119.49,4623.08,4216.92,4240.51,4228.21,4293.33,4632.82,4373.85,3981.71,3976.22,4115.15,4069.19,4192.34,4027.18,4170.1,4155.14,4131.48,4195.63,1
4274.87,3997.95,4238.46,4089.74,4335.38,4618.46,4105.64,4634.87,4215.9,4227.18,4188.21,4272.82,4612.31,4335.38,4116.78,4195.03,4115.25,4102.35,3980.54,4019.58,4199.48,4041.59,4194.5,4107.61,1
4300.51,4033.85,4265.64,4142.05,4329.23,4585.64,4086.15,4604.62,4191.79,4225.13,4165.64,4285.64,4595.9,4354.36,4060.79,4127.5,4126.07,4056.45,4102.59,3995.03,4086.47,3977.22,3967.0,4191.33,0
4320,3996.92,4265.13,4136.92,4338.97,4618.97,4082.56,4607.69,4202.05,4229.23,4215.38,4291.28,4617.95,4371.79,4083.88,4050.48,4153.08,4180.72,4006.82,4039.32,4169.84,4109.05,4037.77,4059.62,0
4405.13,4038.46,4276.92,4119.49,4321.54,4606.15,4057.95,4615.38,4200.51,4244.62,4247.18,4308.21,4680,4482.05,4052.7,4165.14,4061.08,4057.85,4003.66,4160.95,4150.45,4088.22,4030.01,4156.81,1
4283.08,4003.08,4247.69,4110.26,4336.92,4616.92,4083.08,4626.15,4211.79,4229.23,4197.44,4266.67,4594.87,4355.9,4011.95,3983.75,4138.94,4011.09,4063.23,4069.69,4185.69,3969.78,4182.18,3966.51,1
4247.69,3963.08,4230.77,4103.08,4327.69,4606.15,4038.97,4612.82,4192.31,4221.54,4175.38,4254.36,4556.92,4314.36,4125.99,4149.82,4061.73,4050.04,4006.15,4099.12,4170.89,4110.1,3992.62,4102.2,1
4313.33,4007.18,4254.36,4115.38,4327.18,4600.51,4058.46,4602.56,4197.44,4228.21,4198.97,4283.59,4610.26,4385.13,3989.51,4172.35,4057.47,4161.02,4193.57,4160.08,4041.46,4153.6,4141.89,4186.01,1
4289.23,3987.69,4262.56,4107.18,4340.51,4623.59,4071.79,4622.56,4199.49,4228.72,4207.18,4285.13,4595.38,4354.87,4027.52,4079.24,4191.77,4099.13,4105.79,4189.01,4074.31,4136.58,4105.16,4137.8,0
4302.56,4003.59,4280.51,4105.13,4343.59,4629.74,4093.33,4630.77,4216.92,4254.36,4224.62,4300.51,4612.31,4382.56,3953.64,3975.94,4110.72,4158.04,4142.82,3952.14,4126.73,4127.45,4065.82,4168.82,0
4298.46,4006.15,4266.67,4132.82,4337.95,4615.9,4056.92,4618.46,4214.87,4237.95,4225.13,4279.49,4608.72,4363.08,4073.48,4000.93,3960.38,4013.53,4115.77,4191.61,4060.55,4066.43,4039.87,3998.56,1
4272.31,3983.59,4261.54,4118.97,4326.15,4611.28,4080,4602.05,4185.13,4216.92,4188.72,4271.79,4588.72,4339.49,4073.64,4134.23,4013.98,3998.68,3987.16,3970.95,4112.01,4181.46,4142.75,4185.2,0
4285.13,3975.38,4266.15,4115.9,4348.72,4633.33,4084.62,4641.03,4216.41,4248.72,4216.41,4287.69,4622.56,4353.85,3959.46,4124.58,4166.98,4158.03,4198.74,3969.92,3951.51,4018.55,4112.32,4051.31,0
4289.23,4003.59,4244.1,4117.44,4325.13,4572.82,4075.9,4607.69,4194.36,4212.31,4192.31,4271.79,4590.26,4354.36,4126.88,4000.21,4108.4,4037.19,3994.8,4160.58,4080.61,4015.83,4169.98,4009.16,0
4263.08,4009.74,4251.28,4138.97,4350.26,4625.64,4105.64,4587.18,4191.28,4211.79,4177.44,4269.23,4559.49,4311.28,3980.81,3990.05,4017.09,4178.63,4034.01,4177.5,4171.65,4005.66,4093.2,4169.67,0
4305.64,4021.54,4264.62,4117.95,4347.18,4624.62,4116.41,4629.74,4227.69,4248.72,4214.36,4292.82,4627.69,4365.64,4179.45,3989.82,4102.46,4144.22,4072.65,4157.62,4162.87,4057.09,4044.23,3974.92,1
4321.03,3934.36,4250.77,4075.9,4325.64,4607.18,4097.95,4637.95,4227.18,4262.56,4271.28,4321.54,4707.69,4422.05,4184.78,4104.86,4019.98,3975.18,4165.87,4162.25,4080.41,4027.03,4110.82,4072.24,1
4283.59,3934.87,4235.38,4078.97,4321.54,4608.21,4094.36,4630.77,4219.49,4236.41,4230.26,4287.69,4651.28,4363.08,4066.52,3975.45,3984.23,4105.59,4090.4,4183.2,3983.92,4161.44,4186.44,3996.0,1
4290.26,4009.23,4263.59,4118.97,4347.69,4621.54,4087.18,4614.36,4209.74,4244.62,4218.97,4274.87,4613.85,4377.95,4103.4,4040.56,3958.93,4161.88,4085.27,4016.41,4055.4,4162.88,4143.68,4071.71,1
4277.44,4002.56,4266.15,4126.67,4336.92,4631.79,4087.18,4624.1,4197.44,4236.41,4188.21,4268.21,4593.85,4336.92,4054.15,3969.15,4128.01,4054.35,4196.26,4149.25,4094.0,4011.68,4158.73,4141.17,1
4312.31,3973.33,4262.56,4092.31,4331.28,4598.97,4090.26,4620,4211.28,4250.26,4244.1,4305.64,4671.79,4418.97,4057.67,4135.81,4049.26,4185.35,4191.86,4039.94,4165.0,3950.4,3971.94,3975.24,1
4209.74,4060.51,4232.31,4137.95,4338.46,4614.36,4069.74,4595.9,4172.31,4193.85,4124.62,4226.15,4474.36,4233.85,4179.52,4186.75,4123.45,4151.51,4065.65,4055.05,3982.99,3984.15,4192.82,4121.72,0
4291.28,4010.26,4264.1,4121.03,4340.51,4613.85,4074.87,4621.03,4209.23,4239.49,4215.38,4281.54,4610.26,4370.26,3982.78,3955.77,4155.16,4023.56,4128.68,4116.4,4095.92,4024.91,4105.96,3999.62,1
4313.85,4041.03,4288.72,4156.92,4347.69,4620,4085.13,4597.44,4204.62,4252.31,4214.87,4281.03,4612.82,4354.36,3966.87,4192.41,4022.35,4085.28,4152.64,4118.58,4118.35,4089.19,4004.27,3998.91,1
4314.36,4009.23,4288.72,4138.97,4347.18,4613.33,4070.26,4636.41,4225.64,4251.28,4208.21,4306.67,4624.62,4386.67,3964.4,4179.18,4175.45,4051.31,4156.49,4158.54,3986.5,4167.08,4072.21,4038.8,1
4286.15,4019.49,4264.1,4111.79,4334.87,4609.23,4040.51,4592.82,4185.13,4224.62,4194.36,4275.9,4613.33,4349.74,4190.8,4089.05,3953.55,3954.88,4077.77,3976.37,4075.83,4156.92,4058.84,3989.49,1
4317.95,4008.21,4266.15,4114.87,4337.44,4620,4066.67,4622.05,4220.51,4247.69,4218.97,4286.67,4620,4378.97,4092.48,3954.34,4108.57,4187.62,4160.7,4143.64,3995.33,4117.64,4167.58,4097.43,1
4275.9,3981.03,4249.23,4099.49,4331.79,4611.28,4071.28,4628.72,4208.21,4229.74,4209.74,4275.38,4596.41,4336.92,4029.59,4025.49,3992.95,4138.55,4107.23,4079.4,4125.54,4050.79,4182.93,4115.93,0
4285.64,4028.21,4247.18,4108.72,4350.77,4620.51,4097.95,4608.21,4200.51,4231.28,4211.28,4275.38,4617.44,4342.05,4148.41,4129.53,4141.36,4007.74,4119.73,4063.52,4126.15,3991.39,4192.57,4041.9,1
4294.87,4007.18,4255.38,4120.51,4347.69,4622.56,4058.46,4610.77,4199.49,4230.26,4167.18,4266.15,4605.64,4346.15,3965.77,4078.17,3960.15,4180.87,4035.88,4020.95,3966.12,4008.11,4182.56,4041.17,1
4326.67,3994.36,4280,4117.95,4349.74,4629.74,4085.13,4610.77,4199.49,4246.15,4217.44,4297.95,4626.15,4390.26,4127.1,4005.54,4005.96,3978.19,4126.54,4061.88,4161.98,4155.18,4033.02,3976.02,1
4308.21,4016.41,4270.77,4123.59,4340.51,4629.74,4075.9,4626.15,4208.72,4231.28,4205.13,4278.97,4611.28,4369.74,4074.99,4056.68,4017.55,4192.61,3958.75,4103.59,4023.17,4054.84,3982.94,4114.54,1
4301.54,4021.03,4256.41,4124.1,4353.33,4571.28,4087.18,4608.72,4194.36,4237.44,4212.31,4283.08,4602.56,4357.44,4109.09,4130.44,4120.02,4042.87,4057.3,4035.35,4009.63,4030.03,4136.6,3983.48,0
4348.72,4036.92,4258.46,4131.79,4333.33,4614.36,4055.38,4593.85,4183.08,4235.38,4200,4273.85,4609.23,4395.9,4038.22,3966.91,4108.03,3986.88,4117.42,4027.87,4019.19,4091.36,4046.29,4173.79,0
4291.79,4009.23,4265.64,4125.13,4330.26,4621.03,4071.79,4619.49,4193.33,4229.74,4195.38,4273.85,4601.03,4349.23,4035.42,4070.18,4052.02,4016.17,4036.53,4064.96,4143.99,4173.24,3958.36,4056.4,0
4261.03,3985.64,4262.56,4109.23,4336.41,4616.41,4071.79,4596.41,4177.95,4192.82,4160,4268.21,4536.92,4311.79,4019.62,4006.98,4134.14,3992.54,4046.83,4174.02,4004.6,4160.21,4186.94,4089.51,1
4270.77,3952.31,4261.54,4103.08,4317.44,4613.33,4061.03,4625.64,4207.18,4230.26,4192.82,4272.31,4575.9,4334.87,4017.62,4176.6,4010.54,4065.83,4046.07,4072.48,3974.17,3965.07,4091.59,4140.44,1
4283.08,3983.08,4257.95,4105.64,4340.51,4625.64,4080,4629.74,4203.59,4228.72,4203.08,4280.51,4591.28,4344.1,4027.96,4041.77,4199.76,3985.9,4196.51,4121.02,4049.37,4029.45,4014.12,4146.01,0
4316.41,4026.15,4266.67,4138.46,4362.05,4640.51,4090.26,4628.72,4223.59,4277.44,4228.72,4285.13,4644.62,4380,4000.21,4024.04,4159.47,4154.42,4006.93,4040.88,4135.21,3999.92,4034.42,3996.87,1
4294.36,4017.44,4265.64,4143.08,4332.82,4608.72,4067.18,4605.64,4199.49,4216.41,4184.62,4280,4582.05,4349.74,4009.72,4052.72,4010.89,4152.44,4013.38,4167.51,4172.77,3989.19,3984.63,4078.49,1
4329.74,4012.82,4294.87,4131.79,4340.51,4622.56,4074.87,4627.18,4210.26,4242.56,4216.41,4299.49,4612.31,4376.92,4087.83,4107.46,4169.03,4070.11,3992.29,4053.56,4073.97,4162.26,4184.5,4159.56,1
4271.79,3989.74,4252.82,4107.18,4325.13,4596.92,4038.46,4603.59,4195.38,4228.21,4200,4264.62,4600.51,4334.87,4053.53,3961.73,4037.44,4196.21,3976.45,4108.91,4036.44,4126.85,4103.43,4064.07,1
4312.82,4006.67,4273.33,4109.23,4338.46,4614.87,4056.41,4622.05,4204.1,4225.13,4206.15,4284.1,4604.1,4358.97,4193.37,4119.74,3995.86,4026.19,4172.62,4064.56,4111.41,4117.86,4188.85,4090.44,1
4332.31,4021.54,4278.46,4127.18,4327.18,4606.15,4055.38,4617.95,4205.13,4234.36,4204.1,4295.9,4612.82,4396.41,4135.56,4056.48,4117.17,4158.25,4127.0,4199.49,4170.75,4166.75,4043.04,3950.07,0
4301.03,4016.92,4261.54,4115.9,4339.49,4617.44,4075.9,4625.13,4197.44,4222.05,4197.95,4282.05,4576.92,4369.74,4073.49,4014.83,3962.29,4129.31,4182.91,4074.03,3956.63,3996.76,4046.01,4100.55,0
4288.72,4014.36,4263.59,4123.59,4346.67,4620.51,4086.67,4623.08,4205.64,4240,4213.85,4275.9,4612.82,4370.77,4077.43,3974.6,3954.32,3999.81,3956.56,4054.01,4167.12,4019.09,4073.01,3984.91,1
4278.97,4003.59,4260,4113.33,4331.79,4606.67,4038.46,4584.62,4163.08,4200.51,4176.41,4256.92,4589.74,4324.62,4035.02,4129.99,4145.38,4107.22,4187.2,4117.08,4185.84,3958.19,4111.18,4018.42,1
4292.82,3992.31,4262.05,4121.54,4332.82,4626.67,4071.79,4626.67,4210.26,4243.59,4222.05,4291.79,4622.56,4367.69,4032.96,4117.21,4167.5,4141.27,4191.49,4009.84,4167.33,3967.41,4086.94,4034.9,0
4309.23,4008.72,4262.56,4108.72,4330.77,4623.08,4092.31,4600.51,4190.26,4230.26,4200.51,4285.64,4594.87,4390.26,4116.48,4076.65,4010.2,4040.28,3999.48,3995.97,4022.69,3974.99,3979.79,4105.78,0
4277.44,3974.87,4260,4116.41,4332.82,4605.13,4072.82,4603.08,4189.74,4214.36,4189.74,4271.79,4575.38,4327.69,3985.21,4050.12,4005.09,3972.63,4137.32,4145.47,4100.59,4021.75,4011.61,4039.68,0
4277.44,3996.41,4248.21,4121.03,4344.62,4605.13,4049.23,4629.23,4224.1,4245.64,4219.49,4275.9,4609.74,4355.9,4026.6,3951.01,3984.88,4140.7,4073.79,4184.68,4149.7,4093.97,4108.46,4076.33,1
4247.18,4021.03,4249.23,4137.44,4348.21,4615.9,4047.18,4588.72,4185.13,4186.67,4136.41,4249.74,4500,4290.77,3992.87,4048.0,4134.23,3968.68,4049.74,3979.71,3984.61,4165.43,4129.58,4025.77,0
4306.15,4007.69,4253.33,4121.03,4330.26,4579.49,4077.44,4607.69,4186.67,4224.62,4198.97,4267.18,4622.56,4367.18,4119.28,4069.05,4076.75,4173.11,3972.0,3970.61,4006.35,4017.5,4125.02,4004.52,0
4306.15,4021.03,4270.26,4142.56,4350.26,4619.49,4082.05,4614.87,4198.97,4244.62,4209.74,4273.85,4619.49,4368.21,3953.01,4137.9,4128.45,4171.76,3987.34,3963.76,4189.97,3995.07,4076.0,4136.18,1
4309.23,4037.44,4267.69,4125.13,4350.26,4628.21,4112.31,4621.03,4214.36,4231.79,4220.51,4291.28,4618.46,4370.26,4140.85,4037.67,4117.29,3964.5,4012.43,3972.34,4143.29,3994.02,4168.9,4044.93,1
4272.82,4023.08,4254.36,4124.1,4339.49,4613.33,4033.33,4594.87,4189.74,4221.03,4192.82,4266.67,4608.72,4326.67,3970.02,4013.61,4174.16,4050.37,4084.03,4047.43,4136.33,4175.05,4084.65,4120.41,1
4293.85,4031.79,4267.18,4135.9,4342.56,4630.26,4090.77,4624.62,4210.26,4239.49,4207.18,4278.97,4608.21,4349.74,3962.98,4145.15,4054.12,4014.13,4030.44,3970.1,3957.8,4124.05,4021.4,4173.45,1
4313.33,4024.1,4265.64,4110.26,4343.08,4634.36,4084.62,4630.77,4222.05,4261.54,4226.67,4293.33,4622.05,4364.1,4030.49,4189.09,4176.6,4099.13,4130.02,4046.73,4043.15,4113.64,4051.98,4131.26,0
4278.97,4024.62,4241.03,4105.13,4352.31,4616.41,4089.23,4605.64,4198.46,4224.1,4206.15,4270.26,4610.77,4340,3963.56,4153.23,4053.01,4082.59,3968.96,4057.6,4157.57,4062.36,4062.5,4018.19,1
4282.05,3971.79,4245.13,4110.26,4323.59,4596.92,4066.15,4600,4194.87,4230.26,4184.1,4277.95,4609.74,4357.95,4176.21,4175.12,4122.82,4091.96,4023.61,4074.37,4067.41,3958.93,3976.33,4130.2,1
4347.18,4010.77,4281.54,4129.74,4322.05,4606.15,4064.62,4629.74,4207.18,4236.92,4216.92,4292.31,4623.59,4402.05,4046.5,3975.8,4028.41,3959.71,4124.96,4117.41,3950.9,4112.81,4002.86,4093.08,1
4308.21,4008.72,4264.62,4122.56,4340.51,4615.9,4061.03,4613.33,4198.97,4234.36,4176.92,4277.95,4606.15,4365.64,4079.71,4078.03,3987.3,4123.56,4158.17,3967.81,4049.96,4104.08,3978.88,4086.41,1
4280.51,4003.08,4252.31,4096.92,4341.03,4617.95,4057.44,4601.54,4193.33,4228.72,4206.67,4273.33,4625.64,4345.64,4028.27,4090.77,4013.66,4029.86,4178.53,4137.77,4077.5,4001.76,4121.02,4051.85,1
4346.15,3991.28,4282.05,4151.28,4334.87,4615.9,4071.79,4616.41,4203.08,4232.31,4188.21,4296.41,4634.87,4413.33,4103.65,4143.03,4147.13,3960.51,3956.43,4023.4,4151.1,4142.48,4058.28,4066.7,1
4305.64,4024.1,4267.69,4131.28,4342.56,4622.56,4090.77,4601.54,4206.67,4250.77,4208.21,4281.03,4603.59,4342.05,4187.33,3979.6,4063.44,4178.59,3989.39,4139.33,3954.74,4037.23,4018.5,4028.29,1
4329.23,3976.92,4248.72,4122.56,4343.59,4603.59,4068.72,4592.82,4178.97,4210.77,4185.13,4269.23,4577.44,4371.79,3996.04,4061.2,4120.06,4109.22,4155.45,4173.22,4136.16,4008.56,3961.49,4155.99,1
4284.1,3961.03,4269.23,4106.67,4337.95,4631.28,4084.1,4638.97,4212.82,4248.72,4222.05,4295.38,4622.05,4344.1,4112.8,3982.21,4024.15,4034.18,4149.43,4079.42,4184.87,4177.47,3971.14,4125.07,0
4278.97,3992.31,4250.26,4113.33,4329.23,4615.38,4076.92,4622.05,4204.1,4220.51,4191.79,4273.33,4576.92,4316.41,4045.65,3974.98,4098.03,4073.09,4001.45,4093.29,4065.98,4163.25,4141.7,4078.38,0
4254.87,3990.77,4249.23,4110.77,4342.05,4624.62,4102.05,4612.82,4193.85,4202.05,4184.62,4269.23,4548.21,4328.72,4121.75,4114.66,3983.05,4086.88,4069.87,4180.5,3979.04,4021.71,4140.38,4092.32,1
4289.74,3994.87,4250.26,4123.59,4323.59,4618.46,4048.21,4611.28,4194.36,4237.44,4207.69,4279.49,4611.28,4354.87,3998.52,3963.2,4147.21,4164.29,4080.89,4047.15,3959.82,4060.65,4044.49,4167.5,0
4294.87,4038.97,4265.13,4151.79,4350.77,4624.1,4075.38,4614.36,4202.05,4237.44,4193.33,4265.64,4596.41,4332.31,3973.18,3966.39,4078.36,4004.15,4009.0,4027.05,4081.94,3970.89,3975.7,4185.73,1
4284.62,4014.36,4274.36,4122.05,4337.95,4614.87,4052.31,4611.79,4200.51,4237.95,4210.26,4291.28,4627.69,4342.56,4021.18,4093.94,4135.38,3967.65,4045.03,4092.73,4095.51,4099.98,3996.13,3994.3,1
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,4168.63,4194.35,4123.52,3983.43,4095.57,4069.73,3997.15,4006.31,4094.75,4003.49,1
4272.82,3989.74,4245.13,4081.03,4332.31,4617.44,4081.54,4615.38,4196.92,4227.18,4194.36,4266.67,4586.67,4330.26,4096.47,4059.31,4024.26,4091.35,3962.87,4005.29,4046.32,4173.32,3978.45,4074.71,0
4301.03,4013.85,4263.59,4118.46,4341.03,4617.95,4089.23,4625.13,4215.9,4238.46,4215.38,4285.13,4612.82,4371.28,4140.25,4146.6,4097.23,4199.67,3991.87,4043.72,4055.17,4120.44,4043.28,4156.93,1
4295.9,4039.49,4265.64,4150.77,4351.79,4626.15,4074.87,4607.69,4192.31,4228.72,4188.21,4257.95,4587.18,4330.77,3951.91,4051.39,4187.31,4151.81,4159.76,3978.39,4046.76,4153.86,4133.1,4033.07,1
4311.79,4007.69,4280.51,4132.82,4343.59,4624.62,4090.77,4629.23,4219.49,4262.56,4223.08,4296.41,4627.69,4378.97,4189.56,4131.27,4005.55,4064.2,4038.35,4082.72,4194.01,3980.58,4060.27,3959.24,1
4369.74,3982.05,4264.62,4122.56,4344.1,4606.15,4070.77,4594.36,4176.92,4235.38,4208.21,4286.67,4626.15,4422.56,4130.95,4155.76,4013.42,4130.19,4054.86,4132.46,3973.17,4160.19,3999.21,4048.51,1
4298.46,4003.59,4263.59,4121.03,4338.97,4624.1,4070.77,4628.21,4208.21,4238.46,4211.79,4284.62,4589.23,4361.54,4086.48,4154.1,3952.73,4112.04,4147.64,3974.31,4093.16,4115.54,3971.35,4153.18,0
4286.15,3978.46,4253.85,4111.79,4346.67,4617.95,4080,4616.41,4191.79,4234.87,4203.08,4280,4608.72,4353.33,4065.14,3986.04,4006.37,4028.14,3952.87,4163.42,4089.48,4019.48,4145.5,3982.74,1
4357.44,4001.03,4272.82,4138.46,4323.08,4601.03,4061.03,4586.67,4177.95,4225.13,4188.72,4295.38,4649.23,4428.21,4116.09,4198.35,4059.97,4086.49,4099.44,4162.44,4034.4,4172.03,4111.48,4040.71,1
4350.26,3990.26,4271.28,4113.85,4354.36,4632.31,4095.38,4620,4209.23,4246.67,4211.28,4291.28,4628.21,4401.54,4143.26,4037.84,4037.39,3992.15,4035.71,4106.38,4184.75,4085.02,4115.37,3953.5,1
4255.38,3982.05,4252.82,4106.67,4336.41,4616.92,4069.74,4604.1,4186.67,4191.79,4155.9,4262.56,4528.72,4310.77,4004.79,4187.19,4128.85,4178.68,4038.01,4076.46,4101.81,4081.76,4088.23,4066.97,1
4270.77,4004.62,4230.77,4114.87,4344.62,4619.49,4096.41,4589.23,4186.67,4204.62,4171.79,4252.31,4556.41,4304.1,4013.64,4134.78,4122.92,4152.07,4030.0,4067.49,3973.54,4042.65,4172.8,3965.91,0
4277.44,4014.87,4251.79,4117.44,4333.85,4621.03,4087.18,4605.13,4192.31,4213.85,4178.97,4259.49,4567.69,4334.36,4071.79,3973.59,4157.05,3954.4,4095.74,4015.6,4161.83,4040.73,3962.7,4062.32,0
4305.13,4017.44,4264.1,4133.33,4336.92,4619.49,4080,4605.64,4213.33,4260,4212.82,4275.38,4609.74,4342.56,4168.08,4018.09,3970.58,3990.27,4030.67,4198.79,4120.18,4109.47,4183.33,3999.5,1
